image_path,description,comedone,nodules,papules,pustules
images/levle1_66_jpg.rf.3199e53852379f9dd00eb9d9f84d8c21.jpg,"{'caption': 'A young man with dark hair and dark eyes is shown in profile. His face is illuminated by soft lighting, giving it a gentle glow. His skin appears to have a slightly shiny or moist appearance. He is looking off to his right, his gaze directed away. The background is blurred, drawing focus to the man.  A portion of a silver or grey object is visible in the lower right corner of the image. The setting appears to be indoors, with a dark-colored object (possibly a television or speaker) visible in the background.'}",1,0,0,2
images/01F3MMWG8FVBE4Y7CBX1WD0A5S_jpeg_jpg.rf.3ab5b559bf680284ddfb10225e13d338.jpg,"{'caption': ""A close-up image of a person's face, focusing on the skin surface. The skin is predominantly light in color with visible red spots scattered across it, likely indicating acne. The spots vary in size and shape, and some have a slightly swollen or shiny appearance. The skin near the mouth is lighter in color compared with areas further from the face. A portion of the ear is visible on the right side of the image. The background is blurred, drawing the viewer's attention to the skin's condition.""}",7,0,5,1
images/levle2_155_jpg.rf.b497251740591503bd31c4cc4faee332.jpg,"{'caption': ""A close-up profile view of a person's face, showcasing a fair complexion with some pink and red blemishes. The person has dark eyebrows and dark eyes, and their hair is dark brown or black. They are looking to the left, with their gaze directed off-frame. The background is blurred and indistinct, drawing focus to the person's face. While the skin has some blemishes, it's difficult to definitively identify the blemishes as freckles or sun spots based solely on the image.""}",9,0,3,3
images/levle0_473_png_jpg.rf.dd5a3f94e153246c000d707a6ce62a50.jpg,"{'caption': 'A young woman with dark hair is captured in a close-up shot. Her face is turned towards the camera, with a neutral expression. Her skin tone is light, and she is having fresh, dark brown hair styled in a neat, pulled-back manner. The background is blurred, drawing focus to the woman and her facial features. She has some freckles or small spots on her face, and her eyebrows are dark and well-defined. Her eyes appear to be a brown or dark brown color, and her lips are a light pink or peach color.'}",1,0,0,0
images/a10_jpg.rf.85119960b0414a318ec47f4ab5db9b94.jpg,"{'caption': ""A close-up image of a person's face, captured in profile and slightly tilted to the right. The skin is predominantly fair, with prominent red rashes scattered across different areas of the face. These rashes vary in size and intensity, and are not just localized to the cheeks and forehead, but also appear to include parts of the nose and mouth. The rashes have a slightly swollen or irritated appearance. A portion of what looks like dark brown or black hair is visible on the right side of the image. The background is dark and out of focus, drawing the viewer's attention to the face and its accompanying rashes.""}",0,0,4,0
images/levle0_257_jpg.rf.8a0b1c1fb4a38f7289d9866f4a29ed61.jpg,"{'caption': ""A close-up profile view of a person's face, capturing a thoughtful or contemplative expression. The individual's face is the main focus, filling most of the frame. Their brown eyes are looking towards the right, with slightly narrowed eyes, adding a sense of intensity to their gaze. The person's skin has a slightly reddish tone, possibly indicating warmth or redness. Dark hair is visible on the person's head. The background is blurred and indistinct, emphasizing the person's face as the primary subject of the image.""}",0,0,0,0
images/levle0_308_png_jpg.rf.994f757c4726647061a5acbb6ae32969.jpg,"{'caption': ""A close-up image of a person's face, captured in profile and facing towards the right side of the image. The person has dark hair that frames their face, and their eyes are gently closed, giving off a serene and peaceful vibe. The individual has fair skin with some visible redness and blemishes, particularly on their cheeks and forehead. A small red spot or mole is visible on their chin. The background is blurred, drawing the viewer's focus to the person and their peaceful expression.""}",1,0,1,1
images/levle0_77_jpg.rf.8393d548b9ef6a64d965969a8ec5532f.jpg,"{'caption': ""A man is captured in a moment of serene tranquility, his head tilted downwards and his eyes closed. He appears to be East Asian, with dark hair and fair skin. The background is blurred, drawing focus to the man and creating a sense of depth in the image. The man's reflection is visible in a mirror or reflective surface, adding another layer to the composition. The colors in the image are muted and soft, contributing to a calm atmosphere. The overall impression is one of peace and quietude.""}",0,0,0,0
images/01F3MMWRMC4TXQKFQWF8PSB3WS_jpeg_jpg.rf.953d5868ee361b662d94ce01c237104f.jpg,"{'caption': ""A close-up image of a person's face, focusing on the face and neck area. The skin has a slightly reddish tone and is adorned with numerous small red spots, possibly pimples or blemishes. The spots are scattered across the face, near the eyes, and appear to be relatively small in comparison to the overall facial surface. The eyes are visible and appear to have a dark color, but there is no visible blurring. Dark hair is visible on the neck and upper head. A portion of a reflective surface is also visible under the eye.""}",2,4,2,2
images/levle2_187_jpg.rf.72dccd9dfd4d95ccd28846f0bd30eafc.jpg,"{'caption': 'A young woman with dark hair tied back in a ponytail or similar hairstyle is captured in a close-up shot. Her eyes are gently closed, and her face is turned to the left, revealing a profile view. Her skin is adorned with a scattering of rosy red spots, likely acne. Her nose is relatively thin and appears slightly flushed or irritated. She is wearing a dark teal or blue headband. The background is blurred and indistinct, drawing focus to the woman and her skin concerns.'}",0,0,0,0
images/levle2_79_jpg.rf.bb453e6c163369ab511b89f585a1ae66.jpg,"{'caption': ""A close-up profile view of a person's face, capturing a moment of contemplation. The individual's face is the main focus, occupying most of the frame. Their eyes are open and appear to be looking to the left. Their skin tone is fair, and they are expressing a neutral or slightly pensive expression. With their hair pulled back, they are facing the camera. The person's face shows some blemishes and uneven skin tone. The background is a blurred, light gray or beige color.""}",1,0,1,0
images/01F3MMX6SD07BKJYXNPC9DHQTD_jpeg_jpg.rf.3caecd85bc5b3a042be2807c3bcbfdb9.jpg,"{'caption': 'A close-up image of a human face highlights a face covered with numerous red and pink acne-prone spots. The spots vary in size and intensity, and are not exclusively on the face. The skin around the face is a light beige or tan color. A portion of a light pink ear is visible on the right side of the image. The acne appears to be concentrated on the face, creating a slightly uneven texture.'}",18,0,0,0
images/levle1_512_jpg.rf.997dfa5d44b8fe42e6017986de71d30f.jpg,"{'caption': ""A close-up profile view of a person's face, capturing a moment of contemplation. The individual's face is the main focus, meticulously detailed and illuminated by natural light. Their eyes are open, offering a clear view of the face, and have dark eyeliner and eyebrows that contribute to their features. The skin has a slightly uneven texture and a few small blemishes or redness are visible. A portion of a silver-colored object, potentially a medical device, is seen in the bottom right corner of the image. The background is blurred and out of focus, ensuring the viewer's attention remains on the person's face.""}",7,0,0,0
images/levle0_49_jpg.rf.9204848890d9dd5d9f318a465fa92cad.jpg,"{'caption': ""Close-up side view of a person's face, capturing a thoughtful or serious expression. The individual's features are accentuated, by light eye makeup and rosy cheeks. Their eyebrows are dark and neatly groomed. Their mouth is slightly ajar, with a hint of a lip lollipop visible underneath. A black eye shadow or liner is applied near their eye. The person has dark hair that is neatly styled. A part of a silver or metallic object is visible near the lower part of their face. In the background, a stack of books or papers is slightly out of focus.""}",1,0,1,0
images/levle1_168_jpg.rf.57d3918ad8461a2be15035e21691e4f4.jpg,"{'caption': ""A close-up, side profile of a person's head and neck, captured in profile. The person has dark hair with some streaks of lighter color and is facing towards the left side of the image. Their eyes are closed, and they have fair skin with a few visible blemishes or freckles. Their nose is slightly pointed upwards. The background is blurred and dark.""}",0,0,1,0
images/levle3_104_jpg.rf.d27911eaf053c0e2c07fb482d2594a2a.jpg,"{'caption': 'A close-up image shows a person\'s face, primarily focusing on the skin around the mouth and nose area. The skin is covered with numerous pink and red bumps, some of which have a slightly rough or crusty texture. The bumps vary in size and shape, indicating a possible variation in frequency or type. Superimposed on the image are text elements: ""CO-YTUA3BEAUTY.COM"" and ""S10S 2012"", likely indicating the source or date of a beauty-related study or review. The image also includes a date stamp: ""04/12/2012"".'}",2,7,5,11
images/01F3MMXNNM9CTRH5KH09BRA2EH_jpeg_jpg.rf.80128134385e96bf8a4f6af05443c4bc.jpg,"{'caption': ""A close-up image of a face focuses on the skin's texture and color. The skin is predominantly light pink, with numerous small red spots scattered across it. Some of these red spots are smaller and appear irritated, while others are larger and more prominent. The skin also has some subtle lines and creases, adding texture to the overall appearance. In the bottom right corner, a small part of a mouth or lip is visible. The image is taken from a slightly angled perspective, highlighting the skin's texture and color.""}",1,1,0,0
images/01F3MMY9HF7VZ1TE42RVX2W8YJ_jpeg_jpg.rf.39bd9e0ebe878e671fb3e764a406ed50.jpg,"{'caption': ""A close-up image of a person's face, captured in profile and facing towards the right side of the image. The skin is fair, with rosy or pinkish tones, slightly flushed, and adorned with numerous small red spots scattered across it. The person's eyes are closed, and their skin appears smooth and clear. A portion of their light brown or blonde hair is visible on the left side of the image. The background is a dark color, possibly black, providing a stark contrast to the face and the red skin marks.""}",0,0,0,0
images/levle0_426_png_jpg.rf.715b6f4feaff381b84dae44af7079fd4.jpg,"{'caption': ""A close-up image of a person's face, capturing a serene moment. The person's eyes are gently closed, and their skin has a slightly radiant appearance. A nose piercing adds a unique touch to their facial features. The background is softly blurred, drawing the viewer's attention solely to the person. There are no discernible texts or countable objects in the image. The person appears to be female, although this is not definitive based on the photo. The neutral-toned walls in the background provide a calm and relaxing atmosphere.""}",2,0,1,0
images/levle1_347_jpg.rf.c377f2c318f8b790d3fed000c87e39f4.jpg,"{'caption': ""A young woman with dark hair pulled back into a headband is the central focus of the image. Her face is turned to the side, revealing deep thought or contemplation. She has a light to medium skin tone with some visible blemishes or redness, particularly on her cheeks. Her eyes are open, and her mouth is slightly open, as if in mid-speech. A portion of a dark-colored object is visible near her mouth. The background is blurred and indistinct, drawing the viewer's attention to the woman's face.""}",2,0,0,1
images/levle1_501_png_jpg.rf.1504090000c53d9862fcdef61001f57d.jpg,"{'caption': ""A close-up profile view of a person's face, capturing a moment of tranquility. The person's eyes are gently closed, and their face is turned towards the camera, giving the impression of a relaxed pose. The skin is fair, with some reddish tones possibly indicating redness or irritation. The person has dark hair. In the background, a stack of books is slightly blurred, hinting at an indoor setting. The focus is solely on the person's face, emphasizing the contrast between the person's skin and the blurred background.""}",1,0,1,0
images/levle1_448_jpg.rf.053cdc5105d2ead46279d437abac71bd.jpg,"{'caption': ""A close-up profile view of a person's face, capturing a moment of contemplation. The individual has dark hair and some stubble or facial hair. Their eyes are dark, and they have a neutral to slightly serious expression. The person's skin is fair, and some patches of skin are noticeable around their eyes and forehead. A portion of their ear is visible in the upper left corner. The background is blurred and indistinguishable, drawing the viewer's focus to the person's face. While the background is out of focus, it does not necessarily indicate a crowded or busy setting.""}",0,0,2,1
images/levle1_494_jpg.rf.b1edf32bc60f639ec2aa590821364e13.jpg,"{'caption': ""A close-up image of a person's face, capturing a moment of tranquility. The person's eyes are gently closed, and their face is tilted downwards, giving the impression of a peaceful slumber. Their skin, a tapestry of pores, is adorned with visible red spots, likely acne. The person has dark brown hair. In some background detail, a pink object, possibly a paper boat, is partially visible. The lighting in the image is soft and diffused.""}",2,0,1,0
images/levle1_468_jpg.rf.802957dd141e8192ab84d9d7ec330a42.jpg,"{'caption': 'A young woman with dark hair and fair skin is shown in profile. Her gaze is directed off to the side, and her facial expression appears neutral or slightly serious. Her face is adorned with visible acne, particularly on her cheeks and forehead. The background is blurred, drawing focus to the woman.  A stack of papers or books is partially visible behind her, right of the face.'}",3,0,0,0
images/levle2_178_jpg.rf.c26d280cbf153ad2fa5108a76b683019.jpg,"{'caption': ""A close-up image of a person's face, captured in profile and facing left. The individual's gaze is directed downwards and to the left. Their skin displays a range of skin tones and textures, with visible redness and inflammation on both the cheeks and forehead.  There are several small red spots scattered across their face, particularly visible on the cheeks and forehead. The person has dark hair that is partially obscured by a dark-colored headband or scarf. A small part of the person's neck and a white garment are visible at the bottom of the frame. The background is blurred and indistinct, drawing the viewer's attention to the person's face as the central focus of the image.""}",1,0,1,2
images/levle3_58_jpg.rf.88b804b094ab0fc2a096e334a10eb4c2.jpg,"{'caption': ""The image shows a close-up view of a person's face, primarily focusing on the face and neck area. The skin has a slightly pinkish hue and is covered with numerous visible red bumps, which appear to be acne. The acne is concentrated on the face, particularly around the cheeks, forehead, and nose. The person's lips are a light pink or beige color, and they are slightly parted. A portion of a clear eye is visible at the top left of the image. The background is blurred and indistinct.""}",3,4,1,4
